tweet,label,text_len,tweet_clean,clean_len,label_id
kenapa mesti jumpa tweet ni waktu malam siaaku terkejut buka gambar last tu. aku takut weh,surprise,90,kenapa mesti jumpa tweet ni waktu malam siaaku terkejut buka gambar last tu saya takut weh,90,5
Ak takut dihujat,fear,16,ak takut dihujat,16,2
Kelakuannya bikin gua murka mulu dah.,anger,37,kelakuannya bikin gua murka mulu dah,36,0
"Tuhan aku begitu menyayanginya, jaga dia, dan jaga hubungan kami, aku ingin terus bersamanya, suka maupun duka",sadness,110,tuhan saya begitu menyayanginya jaga dia dan jaga hubungan kami saya ingin terus bersamanya suka maupun duka,108,4
"Ada seorang senior engineer Twitter bernama John, yang mudah tersinggung Namun Herman asyik maki John, kantoi lettew",anger,116,ada seorang senior engineer twitter bernama john yang mudah tersinggung namun herman asyik maki john kantoi lettew,114,0
"Terima kasih sudah menghubungi Bella ya kak, Bella senang dapat membantu kamu. Selamat beristirahat ^AM",joy,103,terima kasih sudah menghubungi bella ya kak bella senang dapat membantu kamu selamat beristirahat am,100,3
JANCOK!! PALING BENCI KALO MAU KETAWA HARUS NYUSAHIN OTAK DULU ASU !!!,anger,70,jancok paling benci kalau mau ketawa harus nyusahin otak dulu asu,65,0
"Gue ga tersinggung.. gue mah cuma komen kalimat lo yang nyuruh nitijen bijak bersosmed tapi orang yg lo bela ga bijak bersosmed. Makanya gue minta tolong sama lo, minta beliaunya juga bijak dalam bersosmed. Yudh gitu aja, biar impas sama-sama bijak kan enak, ya ga?",surprise,265,saya tidak tersinggung saya mah cuma komen kalimat kamu yang nyuruh nitijen bijak bersosmed tapi orang yang kamu bela tidak bijak bersosmed makanya saya minta tolong sama lo minta beliaunya juga bijak dalam bersosmed yudh gitu aja supaya impas sama-sama bijak kan enak ya ga,274,5
Wkwkwk twt murka dgn kao mungkin wkwkwk,joy,39,haha twt murka dengan kao mungkin haha,38,3
"Waduhhh baru tau...... Bang Zombie rajin menabung juga ya Maaf bang, sy lagi senang hati",joy,88,waduhh baru tau bang zombie rajin menabung juga ya maaf bang sy lagi senang hati,80,3
"Paansi lu kontol, gue mo ngmong najis ama jijik aja kudu bgt berkarya dlu apa",anger,77,paansi kamu kontol saya mau ngmong najis sama jijik aja kudu banget berkarya dlu apa,84,0
Congrats. Sebenarnya semalam aku terkejut kau tido lewat,surprise,56,congrats sebenarnya semalam saya terkejut kau tido lewat,56,5
"""Ayo."" Kedua tungkainya mulai berjalan perlahan memimpin lebih dahulu, namun tetap menyamaratakan posisinya dengan Mikael yang berjalan disampingnya. ""Kalau saya boleh tau, tadi di kantor polisi ngurusin apa?"" tukaknya berhati-hati, takut merasa tersinggung.",anger,258,ayo kedua tungkainya mulai berjalan perlahan memimpin lebih dahulu namun tetap menyamaratakan posisinya dengan mikael yang berjalan disampingnya kalau saya boleh tau tadi di kantor polisi ngurusin apa tukaknya berhati-hati takut merasa tersinggung,247,0
"Alhamdulillah getting better dah, tak ada demam lagi Dah 2 hari Netflix &amp; chill, penat baring je hahaha",disgust,107,alhamdulillah getting better dah tidak ada demam lagi sudah 2 hari netflix amp chill penat baring je hahaha,107,1
"Nah, tadi banget kan gua maen laptop di lantai kan terus dia duduk deket gua, ngeliatin gua lagi ngapain di laptop dimana disitu gua mau ngerapihin folder gua ngapa yg mana kecampur foto, ss, vids gajelas Ya gua risih dong di gtuin cui",disgust,235,nah tadi banget kan gua maen laptop di lantai kan terus dia duduk deket gua ngeliatin gua lagi ngapain di laptop dimana disitu gua mau ngerapihin folder gua ngapa yang mana kecampur foto ss vids gajelas ya gua risih dong di gtuin cui,233,1
[merasa jijik],disgust,14,merasa jijik,12,1
"Peletku dahsyat juga ya ternyata, semua cewek bisa terpesona. Jadi bangga",surprise,73,peletku dahsyat juga ya ternyata semua cewek bisa terpesona jadi bangga,71,5
"Risih sih, tapi kasian",disgust,22,risih sih tapi kasian,21,1
"5. ak anak bontot, alyas anak yg sering disuru suru mulu ma kakaknya hnggg kesal",anger,80,5 ak anak bontot alyas anak yang sering disuru suru mulu ma kakaknya hngg kesal,79,0
"Co, ngeri banget gak sih? Tanyain dong statusnya.",fear,49,co ngeri banget tidak sih tanyain dong statusnya,48,2
Minta pap msih tingkat risih standar Lu bayangin si jamet maksa Vc-an mulu coy gakenal gua k dia dan gapernah gua angkat budu amat gua ga read chatnya Risih tay,disgust,160,minta pap masih tingkat risih standar kamu bayangin si jamet maksa vc-an mulu coy gakenal gua k dia dan gapernah gua angkat budu amat gua tidak read chatnya risih tay,166,1
Haha soalnya kesal bgt mas sal,anger,30,haha soalnya kesal banget mas sal,33,0
BISA BACA NDAK ANDA??? APAKAH ADA KALIMAT SAYA BANGGA DENGAN FISIK SAYA??,joy,73,bisa baca ndak anda apakah ada kalimat saya bangga dengan fisik saya,68,3
"aku punya temen yg mukanya berminyak parah tp ga pernah mau di lap in pdhl waktu itu aku udh nyoba nawarin oil control punyaku but she said no. aku ga ngerti tp dia merasa mukanya glowing with that looks, is it just me or emg it looks weird? krn aku kaya risih aja dk why(?)",disgust,274,saya punya temen yang mukanya berminyak parah tapi tidak pernah mau di lap in pdhl waktu itu saya sudah nyoba nawarin oil control punyaku but she said no saya tidak ngerti tapi dia merasa mukanya glowing with that looks is it just me or memang it looks weird karena saya kaya risih aja dk why,292,1
wah ak hampir tertipu,joy,21,wah ak hampir tertipu,21,3
Iyaaa ternyata beomie ke backstage ngobatin luka dia Sebenarny gue pribadi dari tadi emang khawatir juga cuma tetep thinking positive trus ingetin moa yg lain Tp naluri seorang ibu(?) selalu benar wkwk ternyata beomie kenapa2 Syukur lah cuma luka kecil,joy,252,iyaa ternyata beomie ke backstage ngobatin luka dia sebenarny saya pribadi dari tadi memang khawatir juga cuma tetep thinking positive terus ingetin moa yang lain tapi naluri seorang ibu selalu benar haha ternyata beomie kenapa2 syukur lah cuma luka kecil,255,3
(BELVYAAAA!!!!! KENAPA LO SARANKAN BELIAU HAHHH?!?!!?!!!!!!!!! GW MURKA),anger,72,belvyaa kenapa kamu sarankan beliau hahh saya murka,51,0
Orang yg pemberani justru yang tak takut menempuh resiko kegagalan dan menanggung kesalahan. Pengecut itu pihak yg tak mau mencoba karena takut gagal,fear,149,orang yang pemberani justru yang tidak takut menempuh resiko kegagalan dan menanggung kesalahan pengecut itu pihak yang tidak mau mencoba karena takut gagal,156,2
"Tawa ya kamu dongo, Senang sekali melihat penderitaan orang lain WKWKWKW",joy,72,tawa ya kamu dongo senang sekali melihat penderitaan orang lain wkwkwkw,71,3
"Percuma sudah letoy, takut sama WC.",fear,35,percuma sudah letoy takut sama wc,33,2
Ini si gyu kalo ngaca sehat ga ya liat mukanya sendiri? Heran... Bisa ganteng bgt gitu astagaaaaaa...,surprise,101,ini si gyu kalau ngaca sehat tidak ya liat mukanya sendiri heran bisa ganteng banget gitu astagaa,97,5
"jangan rasa hina, org yg menghina tu lagi jijik dari kita yg dihina. Proof to that bitch",anger,88,jangan rasa hina orang yang menghina tu lagi jijik dari kita yang dihina proof to that bitch,92,0
Kamu SOpan Aku Senang,joy,21,kamu sopan saya senang,22,3
Gw keplak palanya...jan salahkan kalo jiwa emak2 gw bangkit wkwkwkk dan satu lagi gw tyda ada masalah kalo ada mutual2 gw yg benci wlm....itu hak org masing2...selama ga kelewat batas yah gapapa hahhaah...yowes udh waktunya tidur...goodnight,anger,241,saya keplak palanya jan salahkan kalau jiwa emak2 saya bangkit wkwkwkk dan satu lagi saya tyda ada masalah kalau ada mutual2 saya yang benci wlm itu hak orang masing2 selama tidak kelewat batas yah gapapa hahhaah yowes sudah waktunya tidur goodnight,249,0
[mrasa kesal],anger,13,mrasa kesal,11,0
"Semua bisa nder, cuman klo yg udh fasih bgt yeonjun, tae, sama kamal Kamal karna dia gugup kadang dia kaya kagok gitu paa ngomong wkwk",fear,134,semua bisa nder cuman kalau yang sudah fasih banget yeonjun tae sama kamal kamal karena dia gugup kadang dia kaya kagok gitu paa ngomong haha,141,2
"Itu mungkin kenapa bumi murka. Dari alat berat yang tiba-tiba rusak, hingga tsunami kecil yang hanya menerjang area NYIA saja.",fear,126,itu mungkin kenapa bumi murka dari alat berat yang tiba-tiba rusak hingga tsunami kecil yang hanya menerjang area nyia saja,123,2
duka : akhir bulan bertahan hidup dari air galon,sadness,48,duka akhir bulan bertahan hidup dari air galon,46,4
enggak sih tapi kalo banyak banget ya risih(?),disgust,46,tidak sih tapi kalau banyak banget ya risih,43,1
Kecewa mehong,sadness,13,kecewa mehong,13,4
Syukur nikmat,joy,13,syukur nikmat,13,3
Makan tuh proyek... Kami rakyat sengsara,anger,40,makan tuh proyek kami rakyat sengsara,37,0
"Menurut aku sih, lebih kesal ketika mereka yang omongin kita di blkg. Karna,jika mereka yg di maksud kan 'teman' itu ngomongin kita di blkg, dan kita tau kburukan teman kita yg ngomongin di blkg itu dari orang lain, bukan kah kita kecewa sekaligus benci? Setidaknya, lebih baik...",anger,280,menurut saya sih lebih kesal ketika mereka yang omongin kita di blkg karna jika mereka yang di maksud kan 'teman' itu ngomongin kita di blkg dan kita tahu kburukan teman kita yang ngomongin di blkg itu dari orang lain bukan kah kita kecewa sekaligus benci setidaknya lebih baik,277,0
sambal matahnya tidak pernah bikin kecewa Buk.,joy,46,sambal matahnya tidak pernah bikin kecewa buk,45,3
Hitler juga tampangnya kaya Chaplin. Pinokio apalagi lucu tapi buat rakyat sengsara.,anger,84,hitler juga tampangnya kaya chaplin pinokio apalagi lucu tapi buat rakyat sengsara,82,0
"HAHAHAHAHA, dia call akuu gakksilap arr aku dah puas tido td",joy,60,hahahahaha dia call akuu gakksilap arr saya sudah puas tido td,62,3
Pak..liat.kalian hanya 7 orang. Bikin repot ribuan orang di stasiun. Pak...pak jokowi itu pernah naik kereta ke bogor...gak nyusahin orang pak. Tapi kalian ber 7 ko nyusahin ribuan orang penumpang ya.. Anda itu terlalu.. Dikira bangga kali rakyat ngeliatnya. Hufff..,joy,266,pak liat kalian hanya 7 orang bikin repot ribuan orang di stasiun pak pak jokowi itu pernah naik kereta ke bogor gak nyusahin orang pak tapi kalian ber 7 ko nyusahin ribuan orang penumpang ya anda itu terlalu dikira bangga kali rakyat ngeliatnya huff,250,3
"Kalo sekarang sih dah b aja, di waro ya syukur, engga masabodo, dikira hidup gua makan waro kali",joy,96,kalau sekarang sih sudah b aja di waro ya syukur engga masabodo dikira hidup gua makan waro kali,96,3
WEH BENER GREGET!!! YG CACING GEDE SUMPAH JIJIK BANHET,disgust,54,weh bener greget yang cacing gede sumpah jijik banhet,53,1
Ga peduli. Ga bakalan bisa haha hihi di depan padahal muak di dalam.,disgust,68,tidak peduli tidak bakalan bisa haha hihi di depan padahal muak di dalam,72,1
"Disebabkan stain tak hilang, mummy shopping 5 helai baju untuk anak. Puas hati!",joy,79,disebabkan stain tidak hilang mummy shopping 5 helai baju untuk anak puas hati,78,3
Dreamies beneran kaya bocah tk yg kalo mau manggung dikasih mainan gambar gambaran biar ga gugup atau bosen di Backstage,fear,120,dreamies beneran kaya bocah tk yang kalau mau manggung dikasih mainan gambar gambaran supaya tidak gugup atau bosen di backstage,128,2
Cewek ga bisa marah karena dia sayang. Tapi sekalinya dia marah bukan berarti dia ga sayang. Kadang dia marah karena udah terlalu lelah. :'),fear,140,cewek tidak bisa marah karena dia sayang tapi sekalinya dia marah bukan berarti dia tidak sayang kadang dia marah karena sudah terlalu lelah ',142,2
Hm kecewa laa hati ni,sadness,21,hm kecewa laa hati ni,21,4
"Yauda woles aja dit. Gw cina &amp; gw ga tersinggung sm sekali kok dgn twit2 lama lu. Semua orang bs salah di masa lalu &amp; itu yg menjadikan lo jd sosok yg lebih baik skrg. Black widow said ""I don't judge people by their worst mistakes"". Gw tetep pengagum karya2 lu dit. Keep it up",joy,284,yauda woles aja dit saya cina amp saya tidak tersinggung sama sekali kok dengan twit2 lama lu semua orang bisa salah di masa lalu amp itu yang menjadikan kamu jadi sosok yang lebih baik skrg black widow said i don't judge people by their worst mistakes saya tetep pengagum karya2 kamu dit keep it up,299,3
Thank you for this GA!! And congrats to for really proud of yooooooo!!! Akhirnya perjuangan kalian selama ini membuahkan hasil sampe sini bangga kalian makin banyak dikenal!! Ayoookk terus berjuang utk kesuksesan lainnya! Anw let's be moots,joy,240,thank you for this ga and congrats to for really proud of yoo akhirnya perjuangan kalian selama ini membuahkan hasil sampai sini bangga kalian makin banyak dikenal ayookk terus berjuang untuk kesuksesan lainnya anw let's be moots,229,3
Gugup bgt apa yak?,fear,18,gugup banget apa yak,20,2
"Lho kok buru-buru mengatakan orang marah? Keknya anda salah tafsir. Bukan marah sih, cuma mual-mual karena jijik.",disgust,113,lho kok buru-buru mengatakan orang marah keknya anda salah tafsir bukan marah sih cuma mual-mual karena jijik,109,1
Kebencian dan iri yg membuat murka.. Klw mau berubah pasti ada pertentangan harus dihadapi..,anger,92,kebencian dan iri yang membuat murka kalau mau berubah pasti ada pertentangan harus dihadapi,92,0
"Masih agak cemas sih. Semoga gpp. BTW, kyknya yg satu lg gak jadi ikut",fear,70,masih agak cemas sih semoga gpp btw kyknya yang satu lg tidak jadi ikut,71,2
"Kalo maneh nonton di bioskop, maneh gakan terkejut baca komik ternyata raftel itu laugh tale, kalo urg beruntung sih gak nonton di bioskop jadi komik nya tetep surprise hahaha",surprise,175,kalau maneh nonton di bioskop maneh gakan terkejut baca komik ternyata raftel itu laugh tale kalau urg beruntung sih tidak nonton di bioskop jadi komik nya tetep surprise hahaha,177,5
Benci untuk mencinta gitu?,surprise,26,benci untuk mencinta gitu,25,5
Dinda Marahlah jika kau ingin marah Tapi jangan sekali kali kau berbohong Karena kebohongan akan mengundang kelicikan Dan menumbuhkan rasa takut dalam dirimu Dinda Tak perlu kau tersenyum Karena senyummu akan mematahkan hati Dan menyakiti jutaan pria Jaga hatimu DINDA,fear,268,dinda marahlah jika kau ingin marah tapi jangan sekali kali kau berbohong karena kebohongan akan mengundang kelicikan dan menumbuhkan rasa takut dalam dirimu dinda tidak perlu kau tersenyum karena senyummu akan mematahkan hati dan menyakiti jutaan pria jaga hatimu dinda,270,2
"Gue selalu muak kalo baca kalimat itu. Kaya seolah-olah gue itu salah banget dan harus ngerasain jadi orang tersebut. Tapi giliran gue udah nyoba buat mengerti dan memahami, orang itu kaya tai.",disgust,193,saya selalu muak kalau baca kalimat itu kaya seolah-olah saya itu salah banget dan harus ngerasain jadi orang tersebut tapi giliran saya sudah nyoba buat mengerti dan memahami orang itu kaya tai,194,1
Boleh ga disini aja until tomorrownya soalnya aduh di ig tuh bisi malah terpesona gt ternyata aku udah byutipul dari dulu.. nih foto dikirimin tybo gilasih ga ngerti lagi kerudung nya hits banget..,surprise,197,boleh tidak disini aja until tomorrownya soalnya aduh di ig tuh bisi malah terpesona gt ternyata saya sudah byutipul dari dulu nih foto dikirimin tybo gilasih tidak ngerti lagi kerudung nya hits banget,201,5
Mo ngomong jorok takut TOSSA faktanya yg goblok anda .jadi kamu ga sah pake kata musibah sbb itu dr bhs arab tar mulut lo mengo,fear,127,mau ngomong jorok takut tossa faktanya yang goblok anda jadi kamu tidak sah pake kata musibah sbb itu dari bhs arab tar mulut kamu mengo,136,2
Aku yg sayang bgt sama mama murka membaca ini,anger,45,saya yang sayang banget sama mama murka membaca ini,51,0
"Dari kehidupan pesohor luar negeri sampai sesiapunpun di antah berantah, bisa disaksikan rutinitas kegiatan hidupnya. Baru saja yg kmrn berita duka menyebar dari belahan dunia sana. Bukan penggemar, ga tau2 amat, seper-scroll-an lihat IGnya jd tau blio slalu celebrate life n",sadness,275,dari kehidupan pesohor luar negeri sampai sesiapunpun di antah berantah bisa disaksikan rutinitas kegiatan hidupnya baru saja yang kmrn berita duka menyebar dari belahan dunia sana bukan penggemar tidak tau2 amat seper-scroll-an lihat ignya jadi tahu blio slalu celebrate life n,278,4
Monsta X - All in terkejut-kejut diriku,surprise,39,monsta x - all in terkejut-kejut diriku,39,5
yaps bener! karna buat nyemplung ke fandomnya kaya udha takut dulu banyak setund,fear,80,yaps bener karena buat nyemplung ke fandomnya kaya udha takut dulu banyak setund,80,2
"Jan suudzon dulu mas sm penyakitnya, takut dia tersinggung",anger,58,jan suudzon dulu mas sama penyakitnya takut dia tersinggung,59,0
[Merasa kesal] pen banting meja,anger,31,merasa kesal pen banting meja,29,0
"Iya lagian kan tujuan mereka nge spill buat apa? Itukan twt 10 tahun yang lalu, udah basi banget rasanya kalo harus di permasalahin, im saying this bukan karna ardhito ganteng atau famous, muak aja sama org yg bilang ke base tau tentang maksud dari twt ardhito ini itu",anger,268,iya lagian kan tujuan mereka nge spill buat apa itukan twt 10 tahun yang lalu sudah basi banget rasanya kalau harus di permasalahin im saying this bukan karena ardhito ganteng atau famous muak aja sama orang yang bilang ke base tahu tentang maksud dari twt ardhito ini itu,272,0
"KIKA!!! sidangnya hari ini ya?!!! semangat! best of luck untuk kika, bismillah, take a deep breathe ya kik klo gugup, you can do it! bismillah! 2020 kika bertoga!!",fear,163,kika sidangnya hari ini ya semangat best of luck untuk kika bismillah take a deep breathe ya kik kalau gugup you can do it bismillah 2020 kika bertoga,150,2
terpesona sih sbnernya ea,surprise,25,terpesona sih sbnernya ea,25,5
BARU BANGET MINGGU KEMARIN !!! Adek gw minta beliin LKS kimia di Gramedia butuh besok baru bilang jam 20.40. Gimana gw kaga murka apa dikira nyarinya gampang. Eh pas sampe gramed bukannya nanya ama karyawannya malah bengong !!! Rasanya pengen tak pukulin di gramed,anger,264,baru banget minggu kemarin adek saya minta beliin lks kimia di gramedia butuh besok baru bilang jam 20 40 bagaimana saya kaga murka apa dikira nyarinya gampang eh pas sampai gramed bukannya nanya sama karyawannya malah bengong rasanya pengen tidak pukulin di gramed,265,0
Dia gugup,fear,9,dia gugup,9,2
"Ente paham bener tuh jalan sorga bung,ngeri gua.",fear,48,kamu paham bener tuh jalan sorga bung ngeri gua,47,2
"Lucu bgt sih kalo kecewa gini aku, haha",sadness,39,lucu banget sih kalau kecewa gini aku haha,42,4
"Loh itu berarti faslitas yg diberikan mumpuni bukan maruk, kalo ada rejeki disia2in kan takut dosa",fear,98,loh itu berarti faslitas yang diberikan mumpuni bukan maruk kalau ada rejeki disia2in kan takut dosa,100,2
Entah apa yang aku rasain sekarang. Kangen kesel benci keluh kesah semuanya campur jadi satu dihati.,anger,100,entah apa yang saya rasain sekarang kangen kesel benci keluh kesah semuanya campur jadi satu dihati,99,0
Kesal banget mau nyuci piring kran nya malah ga nyala. Pas lagi ga mau nyuci malah jalan.,anger,89,kesal banget mau nyuci piring kran nya malah tidak nyala pas lagi tidak mau nyuci malah jalan,93,0
"Yah, sedikit kecewa gue sama lu. Lain kali komen aja langsung kalo ngga sreg. Pasti bakal gue jawab. Btw, prinsipnya jg sama aja sih. Lu jg komentator terhadap komentator. Ngga ada beda. Krn seperti gue bilang td. Inilah Twitter. Ruang publik beropini. Sip, selamat santap sahur.",sadness,279,yah sedikit kecewa saya sama lu lain kali komen aja langsung kalau tidak sreg pasti bakal saya jawab btw prinsipnya juga sama aja sih kamu juga komentator terhadap komentator tidak ada beda karena seperti saya bilang td inilah twitter ruang publik beropini sip selamat santap sahur,281,4
Terkejut qkak,surprise,13,terkejut qkak,13,5
Kalo dipikir pikir masih terpesona banget sama outfitnya iu di hotel deluna,surprise,75,kalau dipikir pikir masih terpesona banget sama outfitnya iu di hotel deluna,76,5
IH KAMU KURUS BANGET KECIL BANGET IYE KEK PAKE NARKOBA GT ?! Lama - lama gw risih digituin mulu. Emg buat mereka ga bermaksud gitu . Lo gatau aja gw juga butuh banyak effort buat naikin berat badan.,anger,198,ih kamu kurus banget kecil banget iye kek pake narkoba gt lama - lama saya risih digituin mulu memang buat mereka tidak bermaksud gitu kamu gatau aja saya juga butuh banyak effort buat naikin berat badan,203,0
wkwkw kecewa aku sama diriku sendiri td sore wkwkwk bodo aku wkwk,anger,65,wkwkw kecewa saya sama diriku sendiri td sore haha bodo saya haha,65,0
Sujud syukur,joy,12,sujud syukur,12,3
takut banyak hal. Kaya diem2 mikir kedepannya gitu udah deg deg an pusing cemas. gaktau harus apa. udah dari tk?,fear,112,takut banyak hal kaya diem2 mikir kedepannya gitu sudah deg deg an pusing cemas gaktau harus apa sudah dari tk,110,2
Takut karena ada apa2nya ..,fear,27,takut karena ada apa2nya,24,2
Puji syukur,joy,11,puji syukur,11,3
"Balik lagi ke per-LDM-an, kalo diceritain suka duka nya panjaaaang bgt ya, tapi Alhamdulillah banyak banyak bgt suka nya hehe. Kalo dukanya, ada 2 momen yang bikin aku cengeng menghadapi LDM ini.",sadness,195,balik lagi ke per-ldm-an kalau diceritain suka duka nya panjaang banget ya tapi alhamdulillah banyak banyak banget suka nya hehe kalau dukanya ada 2 momen yang bikin saya cengeng menghadapi ldm ini,197,4
kalo aku bangga dan jadiin motivasi juga,joy,40,kalau saya bangga dan jadiin motivasi juga,42,3
pernah marah sm wlm...oh iya ofc gw jg prnh murka tp blm sempat gw ngomel2 eh bias gw udah pada hangout aja sm yeop wkwkwk jd yg kek hadeh gw udah mo marah2 bias gw digituin eh anaknya dah maen aja sm ceo nya yah ngabis2in waktu sm tenaga gw aja donk marah2 hahaha,anger,264,pernah marah sama wlm oh iya ofc saya juga prnh murka tapi belum sempat saya ngomel2 eh bias saya sudah pada hangout aja sama yeop haha jadi yang kek hadeh saya sudah mau marah2 bias saya digituin eh anaknya sudah maen aja sama ceo nya yah ngabis2in waktu sama tenaga saya aja donk marah2 hahaha,295,0
Pagi nanti nak buat kuis la. Teka haiwan je. Alaa senang je tu,joy,62,pagi nanti nak buat kuis la teka haiwan je alaa senang je tu,60,3
"Sama, aku sdh menerima kok. Tapi bingung ngehypenya gmn. Takut ada yang tersinggung",fear,83,sama saya sudah menerima kok tapi bingung ngehypenya gmn takut ada yang tersinggung,83,2
kalo gk salah jae pernah bilang wonpil itu pake choker trus ngewink ke kamera aja fansnya nambah banyak iYA jae btul skali ak salah satunya yg terpesOna uWaW,surprise,157,kalau gk salah jae pernah bilang wonpil itu pake choker terus ngewink ke kamera aja fansnya nambah banyak iya jae btul skali ak salah satunya yang terpesona uwaw,161,5
Biar bang alif makin terpesona ngeliat lu nisss ett wkwk,surprise,56,supaya bang alif makin terpesona ngeliat kamu niss ett haha,59,5
"Kalau lu salah satu mutual gua atau liat twit ini, gua ga takut sama lu bego, mau lu cewe kalau sikap lu gitu mines tetep gaada pantes2nya. Malu bego maluu",sadness,155,kalau kamu salah satu mutual gua atau liat twit ini gua tidak takut sama kamu bego mau kamu cewe kalau sikap kamu gitu mines tetep gaada pantes2nya malu bego maluu,163,4
Aku masih sedih. Aku masih marah. Aku masih kecewa. Aku masih ingin berteriak. Tapi aku tak dendam. Tapi aku tak benci. Tapi apa pedulimu?,anger,138,saya masih sedih saya masih marah saya masih kecewa saya masih ingin berteriak tapi saya tidak dendam tapi saya tidak benci tapi apa pedulimu,141,0
sebabtu aku quote tweet tu. penat baca sampai bawah,disgust,51,sebabtu saya quote tweet tu penat baca sampai bawah,51,1
MARAH BANGET SAMA CORONA GARA2 DIA AK JDI GABISA KELUYURAN NYARI INI,anger,68,marah banget sama corona gara2 dia ak jdi gabisa keluyuran nyari ini,68,0
Melihat orang yg kita sayang tertawa bahagia itu membuat sangat senang Apalagi kalo kita yg jadi alasan kebahagiaan mereka. mksh,joy,128,melihat orang yang kita sayang tertawa bahagia itu membuat sangat senang apalagi kalau kita yang jadi alasan kebahagiaan mereka mksh,132,3
"Gatau aja betapa care nya sihoon ke eunsang, Saya sebagai brandnewz stan merasa tersinggung",anger,91,gatau aja betapa care nya sihoon ke eunsang saya sebagai brandnewz stan merasa tersinggung,90,0
perform is amazing .... terpesona dengan gerakan dance nya yang benar-benar ngikutin irama ditambah nuansa panggung nya,surprise,119,perform is amazing terpesona dengan gerakan dance nya yang benar-benar ngikutin irama ditambah nuansa panggung nya,114,5
Ya Alloh.. Demi Namamu Aku bersumpah.. Azablah para Mentri Zolim di negri ini. Azab yang langsung mereka rasakan saat ini juga. Karena mereka kami sengsara. Ya Alloh.. Azablah pemimpin Zolim negri ini. Karena membiarkan kami Menderita. Azab yang dirasakan Saat ini.,sadness,265,ya alloh demi namamu saya bersumpah azablah para mentri zolim di negri ini azab yang langsung mereka rasakan saat ini juga karena mereka kami sengsara ya alloh azablah pemimpin zolim negri ini karena membiarkan kami menderita azab yang dirasakan saat ini,254,4
Penat hidup single ke HAHAHAH,disgust,29,penat hidup single ke hahahah,29,1
"Saya tersinggung, campur sedih, terluka hatiku, ambyarrr cintaku, saat pemimpinku memuja dirinya",anger,96,saya tersinggung campur sedih terluka hatiku ambyarr cintaku saat pemimpinku memuja dirinya,91,0
"udh kali mba. org dibilang jg tweet iseng jaman kecil, masih diseriusin aja. chill dikit napa deh heran",surprise,103,sudah kali mba orang dibilang juga tweet iseng jaman kecil masih diseriusin aja chill dikit napa deh heran,106,5
"Virus jgn ditakuti, tapi dicegah dan diberantas... Kalau modal takut, ya mati",fear,77,virus jgn ditakuti tapi dicegah dan diberantas kalau modal takut ya mati,72,2
pasti lo tersinggung soalnya punya lo pendek ya,anger,47,pasti kamu tersinggung soalnya punya kamu pendek ya,51,0
Kemaren selasa aja gw kebandara Soetta.. anakqu sama aq bilang lah ko cina melulu.. Ngeri juga dari Cina bawa virus.. Itu tgl 28 loh.. Seharusnya skarang distop lah dilarang jangan ke Indonesia,fear,193,kemaren selasa aja saya kebandara soetta anakqu sama aq bilang lah ko cina melulu ngeri juga dari cina bawa virus itu tgl 28 loh seharusnya skarang distop lah dilarang jangan ke indonesia,187,2
Gue pernah ngomong begini dan satu mobil berisi tante-tante langsung murka,surprise,74,saya pernah ngomong begini dan satu mobil berisi tante-tante langsung murka,75,5
"Pelajaran yang berharga itu ketika kita bisa mendampingi seseorang menuju suksesnya, jatuh bangun bersama, suka duka bersama, sampai akhirnya dia bahagia dengan orang lain pilihannya, kita ditinggalin.",sadness,201,pelajaran yang berharga itu ketika kita bisa mendampingi seseorang menuju suksesnya jatuh bangun bersama suka duka bersama sampai akhirnya dia bahagia dengan orang lain pilihannya kita ditinggalin,196,4
Syukur deh gak jadi. Yang pelit kulit ayam dilarang mampir,joy,58,syukur deh tidak jadi yang pelit kulit ayam dilarang mampir,59,3
Gw kalau udah murka bisa jahat banget loh.,anger,42,saya kalau sudah murka bisa jahat banget loh,44,0
"Singkirin dulu dengki nya ya bos, w liat u jg jijik tp w diem aja bcs people live in their own ways senang aq mjd bahan gabut anda sekalian fren mwah",disgust,149,singkirin dulu dengki nya ya bos saya liat u juga jijik tapi saya diem aja bcs people live in their own ways senang aq mjd bahan tidak ada kerjaan anda sekalian fren mwah,170,1
"Nah ini, kgak pernah ditembak cowo kali ya makanya nggak tau klo dating itu pasti sama2 mau. Tak da otak, kesal",anger,111,nah ini kgak pernah ditembak cowo kali ya makanya tidak tahu kalau dating itu pasti sama2 mau tidak da otak kesal,113,0
"Jadi jelaskan ! Untuk apa bersimpati..?!? Jika Allah Ta'Ala murka,silahkan klo ada sanggup menahan.. Muslim Uighur harus merdeka dan bebas dr Komunis Cina!! Agar mereka bisa beribadah dengan damai..",anger,198,jadi jelaskan untuk apa bersimpati jika allah ta'ala murka silahkan kalau ada sanggup menahan muslim uighur harus merdeka dan bebas dari komunis cina agar mereka bisa beribadah dengan damai,189,0
Sayang aku mau 24 jam itu sampei puas,joy,37,sayang saya mau 24 jam itu sampei puas,38,3
"ga maaf buat kali ini gue ingkar janji sama kyuhyun. muak anjir ditindas mulu, semakin didiemin semakin ngelunjak",anger,113,tidak maaf buat kali ini saya ingkar janji sama kyuhyun muak anjir ditindas mulu semakin didiemin semakin ngelunjak,115,0
